epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
980,0.9827,0.0000,0.5368,0.0000,0.0000,0.0000,0.0010000,50,0.0000,0.0000,0.0000
981,0.9829,0.0000,0.4161,0.0000,0.0000,0.0000,0.0010000,50,,,
982,0.9831,0.0000,0.4975,0.0000,0.0000,0.0000,0.0010000,50,,,
983,0.9832,0.0000,0.4940,0.0000,0.0000,0.0000,0.0010000,50,,,
984,0.9834,0.0000,0.4679,0.0000,0.0000,0.0000,0.0010000,50,,,
985,0.9836,0.0000,0.5328,0.0000,0.0000,0.0000,0.0010000,50,,,
986,0.9837,0.0000,0.3621,0.0000,0.0000,0.0000,0.0010000,51,,,
987,0.9839,0.0000,0.5672,0.0000,0.0000,0.0000,0.0010000,51,,,
988,0.9841,0.0000,0.5908,0.0000,0.0000,0.0000,0.0010000,51,,,
989,0.9842,0.0000,0.4507,0.0000,0.0000,0.0000,0.0010000,51,,,
990,0.9844,0.0000,0.4754,0.0000,0.0000,0.0000,0.0010000,51,0.0000,0.0000,0.0000
991,0.9845,0.0000,0.5430,0.0000,0.0000,0.0000,0.0010000,51,,,
992,0.9847,0.0000,0.4604,0.0000,0.0000,0.0000,0.0010000,51,,,
993,0.9849,0.0000,0.4116,0.0000,0.0000,0.0000,0.0010000,51,,,
994,0.9850,0.0000,0.4703,0.0000,0.0000,0.0000,0.0010000,51,,,
995,0.9852,0.0000,0.4012,0.0000,0.0000,0.0000,0.0010000,51,,,
996,0.9853,0.0000,0.4159,0.0000,0.0000,0.0000,0.0010000,51,,,
997,0.9854,0.0000,0.4099,0.0000,0.0000,0.0000,0.0010000,51,,,
998,0.9856,0.0000,0.5068,0.0000,0.0000,0.0000,0.0010000,51,,,
999,0.9857,0.0000,0.4766,0.0000,0.0000,0.0000,0.0010000,51,,,
1000,0.9859,0.0000,0.4741,0.0000,0.0000,0.0000,0.0010000,51,0.0000,0.0000,0.0000
